,Model,FID,KID,d_loss,g_loss
0,Baseline SADCGAN 1,50.28333886610312,0.03670983732172495,0.5399599075317383,1.4408544301986694
1,Baseline SADCGAN 2,49.59507667915321,0.03258219687378716,0.6342877447605133,0.9318374395370483
